Location,XS_Number,XS_ID,ORDER,TS_ID,Y,X,Z,CODE,Below_waterline,Normalized_Z,X_adj,Position
DFSS2,9,,1,84 above w,33.731,-8.743,-0.436,bd    ,0,1.285,-6.474479026,0
DFSS2,9,,2,85 above w,32.394,-11.018,-0.561,bd    ,0,1.16,-3.846566269,2.627912757
DFSS2,9,,3,86 above w,31.119,-13.383,-0.521,bd    ,0,1.2,-1.163681988,5.310797038
DFSS2,9,,4,87 above w,29.983,-15.771,-0.39,bd    ,0,1.331,1.480737278,7.955216304
DFSS2,9,,5,88 waterline,29.008,-17.93,-0.477,bd    ,1,1.244,3.849367796,10.32384682
DFSS2,9,,6,89,28.32,-19.248,-0.38,bd    ,1,1.341,5.334907615,11.80938664
DFSS2,9,,7,90,26.343,-23.242,-0.584,bd    ,1,1.137,9.790611863,16.26509089
DFSS2,9,,8,91,26.066,-23.451,-0.79,bd    ,1,0.931,10.09777208,16.5722511
DFSS2,9,,9,92,25.246,-24.806,-1.061,bd    ,1,0.66,11.67306426,18.14754329
DFSS2,9,,10,93,25.049,-25.722,-0.912,bd    ,1,0.809,12.5856193,19.06009833
DFSS2,9,,11,94,24.645,-26.58,-1.247,bd    ,1,0.474,13.53397568,20.00845471
DFSS2,9,,12,95,24.274,-28.721,-1.528,bd    ,1,0.193,15.62878012,22.10325914
DFSS2,9,,13,96,24.609,-29.85,-1.721,bd    ,1,0,16.50715746,22.98163649
DFSS2,9,,14,97,23.723,-31.232,-1.295,cb    ,1,0.426,18.13501438,24.60949341
DFSS2,9,,15,98,23.048,-32.482,-1.135,cb    ,1,0.586,19.5535026,26.02798163
DFSS2,9,,16,99,22.493,-33.027,-1.148,cb    ,1,0.573,20.28312545,26.75760448
DFSS2,9,,17,100,22.278,-33.349,-0.858,cb    ,1,0.863,20.66606151,27.14054053
DFSS2,9,,18,101,20.822,-35.452,-0.96,cb    ,1,0.761,23.18913551,29.66361454
DFSS2,9,,19,102,20.591,-35.519,-0.832,bd    ,1,0.889,23.34823735,29.82271638
DFSS2,9,,20,103,19.87,-36.454,-0.947,cb    ,1,0.774,24.50141117,30.9758902
DFSS2,9,,21,104 waterline,17.63,-39.821,-0.442,cb    ,1,1.279,28.50211429,34.97659331
