Location,XS_Number,XS_ID,ORDER,TS_ID,Y,X,Z,CODE,Below_waterline,Normalized_Z,X_adj,Position
DFSS2,2,,1,241 waterline,69.684,-45.7,0.367,cb    ,1,2.532,-18.00480945,0
DFSS2,2,,2,240 waterline,69.062,-46.912,-0.623,bd    ,1,1.542,-16.71343585,1.291373595
DFSS2,2,,3,239,66.633,-49.334,-1.121,bd    ,1,1.044,-13.28347977,4.721329683
DFSS2,2,,4,238,65.109,-51.299,-1.567,cb    ,1,0.598,-10.82058883,7.184220624
DFSS2,2,,5,237,63.624,-52.886,-2.101,bd    ,1,0.064,-8.649461159,9.35534829
DFSS2,2,,6,236,62.601,-54.108,-2.16,bd    ,1,0.005,-7.063942799,10.94086665
DFSS2,2,,7,235,60.903,-55.583,-2.165,bd    ,1,0,-4.818454284,13.18635517
DFSS2,2,,8,234,60.078,-56.335,-2.132,bd    ,1,0.033,-3.702776324,14.30203313
DFSS2,2,,9,233,58.383,-57.892,-1.753,bd    ,1,0.412,-1.402202235,16.60260721
DFSS2,2,,10,232,57.052,-59.208,-1.799,bd    ,1,0.366,0.469491412,18.47430086
DFSS2,2,,11,231,55.726,-60.586,-1.877,bd    ,1,0.288,2.380878892,20.38568834
DFSS2,2,,12,230,54.071,-61.564,-1.552,cb    ,1,0.613,4.248680632,22.25349008
DFSS2,2,,13,229,52.652,-63.057,-1.123,cb    ,1,1.042,6.306934591,24.31174404
DFSS2,2,,14,228 waterline,51.663,-63.831,-0.395,cb    ,1,1.77,7.555412045,25.56022149
DFSS2,2,,15,227 above wl,49.026,-65.905,0.011,cb    ,0,2.176,10.8914263,28.89623575
